Contig	X3	M5	M1	X5	C1	X4	M3	X6	H4	C3	M2	H6	H1	C4	H5	X2	H2	C2	M6	C6	H3	X1	C5	M4
M4_63777	3	7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	4	0	101
M4_6381	0	21	74	16	31	83	126	2	0	14	13	0	66	0	0	7	21	2	80	4	11	26	0	707
M4_63810	0	58	3	6	3	1	0	4	0	0	0	0	0	0	0	0	0	0	6	1	0	3	0	87
M4_63822	11	3289	117	489	73	126	186	187	0	72	7	0	65	39	2	382	17	68	854	68	0	442	67	1553
M4_63840	0	17	15	0	0	5	3	0	1	2	6	0	0	0	0	0	0	0	3	0	0	2	0	130
M4_63853	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	4	0	0	0	0	91
M4_63869	0	0	26	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	23	11	0	0	0	166
M4_63909	0	6	36	0	0	0	10	0	0	0	14	0	0	0	0	0	0	0	8	0	0	0	0	53
M4_63910	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	217
M4_63923	0	5	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	177
M4_63945	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
M4_63952	0	24	7	14	18	89	26	24	0	3	3	0	7	0	0	10	2	0	22	7	0	17	6	4646
M4_63986	0	10	0	6	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	40	0	277
M4_64010	0	27	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	90
M4_64015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6556
M4_6403	1	2	0	5	27	0	6	0	6	1	2	0	1	0	0	2	0	0	4	0	0	4	0	49
M4_64039	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	120
M4_64040	0	17	24	0	0	0	30	0	0	0	4	0	0	0	0	0	0	0	13	0	0	0	0	75
M4_64071	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	177
M4_64080	0	22	0	3	0	3	2	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	54
M4_64111	0	9	17	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	83
M4_64118	0	26	33	17	0	2	8	0	0	2	13	0	2	0	5	23	6	18	41	9	0	6	0	68
M4_64139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	29	0	0	0	0	100
M4_64154	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1455
M4_64156	0	67	10	11	0	12	19	1	0	1	8	0	0	0	0	2	0	1	22	2	0	1	0	331
M4_64163	0	34	12	77	0	0	0	1	9	0	2	1	71	0	14	0	29	0	46	0	12	7	4	5071
M4_64169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129
M4_64185	0	38	48	2	0	3	27	0	0	1	15	0	4	0	0	6	0	0	47	0	0	0	0	506
M4_642	0	29	0	2	4	0	2	0	0	7	2	0	0	0	0	0	6	0	0	0	0	4	29	898
M4_64205	0	4	2	12	0	0	0	1	1	0	8	0	13	7	0	8	5	3	9	0	0	84	0	1627
M4_64224	0	98	10	37	2	24	25	3	0	11	0	0	4	0	0	11	0	0	89	4	0	5	0	396
M4_64225	0	22	0	3	0	0	10	0	0	0	7	0	6	0	0	0	2	0	0	1	0	6	0	70
M4_64234	0	7	62	2	0	0	10	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	11	6760
M4_64246	0	0	8	2	3	0	3	0	1	0	0	0	4	0	0	15	0	0	0	4	0	0	0	475
M4_6426	0	3	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	272
M4_6427	0	26	8	10	11	38	27	0	8	20	14	0	20	9	10	7	6	42	28	6	14	31	0	125
M4_64278	0	594	12	180	0	0	1	8	0	0	0	0	0	0	1	0	0	0	10	11	0	1	9	15113
M4_64281	0	21	10	7	4	0	0	0	0	0	2	0	5	0	0	0	0	2	5	2	0	11	0	87
M4_64293	0	10	15	0	5	12	22	0	1	12	0	0	10	0	6	4	13	9	5	2	4	0	0	77
M4_64296	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
M4_64313	0	4	5	2	18	8	3	0	1	12	5	0	3	0	0	3	3	6	3	1	0	1	4	72
M4_64319	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	271
M4_64340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	58
M4_64348	0	3	0	11	4	18	0	0	0	2	4	0	0	0	0	20	0	3	3	5	0	9	0	609
M4_64380	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	61
M4_64386	0	0	0	0	2	0	60	0	2	4	17	0	0	1	0	2	0	0	0	0	3	0	0	96
M4_644	0	17	10	1	0	6	0	0	0	3	3	0	0	0	0	0	0	1	24	2	0	15	0	185
M4_64404	0	7	13	4	0	7	3	0	4	4	0	4	14	0	0	6	19	0	52	0	12	2	1	178
M4_64411	0	0	29	0	8	2	1	2	0	0	2	0	3	0	0	5	0	1	34	2	0	14	1	204
M4_64418	0	0	7	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	71
M4_64429	0	0	3	0	0	5	0	0	0	6	0	0	0	0	0	0	0	4	1	0	0	0	0	94
M4_64451	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114
M4_64461	0	0	16	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	28	0	0	57	8	73
M4_64481	0	0	67	0	2	0	6	0	0	0	2	0	0	4	0	2	0	1	4	0	0	4	0	177
M4_64498	0	6	0	0	0	1	1	0	0	0	4	0	0	0	0	9	0	5	0	0	0	3	1	117
M4_64512	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	190
M4_64553	0	87	152	41	8	15	46	0	4	28	39	0	45	5	13	19	24	22	120	6	5	19	0	3203
M4_64565	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	88
M4_64571	0	18	3	2	0	0	2	0	0	0	0	0	0	0	0	5	2	0	3	0	0	2	0	72
M4_64580	0	27	128	0	0	0	59	0	3	0	0	5	0	0	0	0	2	0	15	0	0	0	0	816
M4_64582	0	16	38	14	2	26	12	2	2	20	12	0	10	0	0	17	10	14	26	8	8	14	0	565
M4_64583	0	2	0	11	0	1	32	0	0	5	0	0	0	0	0	18	0	0	0	1	0	7	0	94
M4_64594	8	211	164	96	82	137	141	26	0	247	49	0	63	4	1	909	9	2	677	21	10	150	17	936
M4_64602	0	7	37	2	0	5	18	0	0	3	3	0	10	0	0	3	10	11	22	0	2	0	0	83
M4_64607	0	24	98	32	0	8	26	1	0	36	6	0	5	0	0	23	3	11	47	0	0	0	0	767
M4_6464	0	7	47	6	0	17	8	1	0	6	2	0	12	17	9	4	11	2	263	0	7	8	4	443
M4_64644	0	105	76	21	3	0	19	3	0	25	16	0	5	0	3	0	6	7	51	9	0	14	0	344
M4_64653	0	5	130	0	12	0	0	0	6	22	0	0	16	0	0	0	4	4	35	0	0	0	18	259431
M4_64679	2	160	135	923	761	296	21	37	14	32	9	4	36	34	12	825	13	250	396	40	14	293	0	6397
M4_64688	0	3	14	1	0	4	9	0	0	5	8	0	0	0	1	1	0	4	8	0	0	0	0	127
M4_64701	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193
M4_64709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	45
M4_64756	0	2	7	0	0	7	6	0	0	1	0	0	4	0	0	1	0	0	3	0	0	0	0	73
M4_6478	37	2454	53	17	0	16	98	14	0	46	10	0	97	169	0	429	33	8	2	14	0	2	507	1443
M4_6480	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	3	0	3	0	0	0	0	0	3538
M4_64814	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	58
M4_64851	0	0	0	0	0	17	0	0	71	19	0	0	0	0	6	0	5	0	8	0	0	0	0	294
M4_64922	0	73	43	190	0	21	23	0	0	6	4	0	10	0	0	78	2	31	93	0	0	109	2	742
M4_64929	0	0	2	0	0	1	0	10	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	214
M4_64930	0	738	0	10	0	0	0	0	0	0	0	0	1	0	3	27	0	0	8	0	0	0	0	531
M4_64945	0	9	6	12	0	0	6	0	0	18	1	0	0	0	2	0	0	7	8	8	0	0	0	543
M4_64953	0	64	2	8	0	0	4	0	1	2	10	0	0	0	4	8	1	6	30	0	0	10	0	191
M4_64959	0	25	64	28	2	14	0	1	0	0	6	0	10	0	0	94	1	2	162	13	0	54	0	798
M4_6496	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	100
M4_64982	0	3	16	5	0	0	2	0	0	1	0	0	0	0	0	1	0	27	12	0	0	1	0	287
M4_64998	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	152
M4_65024	0	9	136	10	0	0	21	3	1	111	3	12	16	0	2	5	18	56	5	4	9	6	0	1035
M4_65040	0	0	18	0	18	28	14	0	68	129	0	2	74	77	29	0	65	27	2	61	381	2	12	212
M4_65086	0	4	0	0	0	0	5	0	0	0	4	0	0	0	0	1	0	0	4	0	0	0	0	291
M4_651	0	25	3	8	0	8	0	0	0	13	0	0	14	0	0	0	4	10	11	8	0	0	2	980
M4_65108	0	38	10	4	2	0	4	0	0	36	4	4	34	0	2	39	10	26	1	0	2	4	0	162
M4_65115	0	3	2	0	0	3	3	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	129
M4_65147	0	132	30	22	13	2	9	9	2	13	2	0	15	3	1	7	4	10	24	0	0	14	6	70
M4_6515	0	21	39	24	9	4	829	0	3	12	0	1	30	29	3	39	12	39	25	8	0	33	2	162
M4_65164	0	3	11	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	10	0	145
M4_65180	0	15	14	0	0	0	5	0	0	1	1	0	2	0	0	1	0	1	6	1	0	0	0	124
M4_65199	0	21	49	0	0	0	17	0	0	1	6	0	1	0	1	0	0	0	32	0	0	0	0	337
M4_65210	0	0	8	0	0	0	0	0	0	2	0	14	0	0	0	0	2	2	0	0	0	1	1	116
M4_65217	1	8	38	20	14	18	0	2	0	1	1	0	5	0	0	0	3	1	5	13	0	33	0	522
M4_65325	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	88
M4_65345	0	47	9	6	0	1	0	0	0	3	0	0	0	0	0	64	0	0	0	0	0	3	0	377
M4_65357	0	1	658	0	0	43	97	0	0	0	201	0	0	0	0	39	7	4	198	0	63	13	15	630
M4_65388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1231
M4_65392	0	0	6	4	4	4	6	6	0	0	5	0	6	0	0	8	2	8	16	5	0	13	3	68
M4_65438	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	55
M4_65439	0	77	223	89	0	15	18	1	0	94	48	0	8	0	0	49	0	2	74	0	0	67	0	462
M4_65442	0	119	255	1	0	5	56	0	0	8	26	0	6	0	0	3	2	1	120	0	0	1	0	1278
M4_65443	0	44	17	25	1	3	13	0	1	5	2	0	3	0	0	15	1	2	6	0	0	3	0	262
M4_65444	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	77	0	0	0	0	224
M4_6548	0	63	7	39	1	21	14	1	0	4	0	0	1	0	0	4	0	0	51	1	0	3	0	298
M4_65480	0	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0	2	4	0	0	2	0	0	483
M4_65482	0	50	80	65	71	0	3	3	5	43	40	5	33	61	0	44	35	52	10	4	13	340	0	116
M4_65506	0	245	11	6	1	7	12	2	4	18	4	0	10	0	2	3	4	2	13	3	0	12	2	318
M4_65526	0	2	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	126
M4_65550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
M4_65566	0	97	36	21	49	16	42	4	0	18	7	0	0	5	2	13	7	4	78	4	0	32	34	154
M4_65616	0	21	85	7	6	15	13	0	3	20	15	0	13	13	0	26	9	33	55	2	6	19	3	564
M4_6562	0	192	132	0	1	0	2	0	0	1	3	0	0	0	2	0	0	11	91	4	0	0	0	629
M4_65626	0	71	7	3	0	1	8	0	0	5	3	0	7	2	0	2	3	4	0	1	1	3	0	142
M4_65630	0	32	0	12	0	0	2	0	0	13	0	0	21	0	0	0	10	0	0	0	0	22	0	198
M4_65639	0	20	99	33	70	56	180	23	21	144	31	2	44	255	16	19	68	32	25	299	27	119	18	584
M4_65701	0	52	0	0	0	0	0	0	0	2	7	0	0	0	0	0	2	37	0	0	0	5	56	239
M4_65707	0	347	12	10	0	15	30	10	0	5	0	0	0	0	0	5	0	0	98	0	1	1	0	534
M4_65716	0	0	59	40	0	0	2	2	9	0	10	0	0	0	38	0	0	0	0	0	0	104	0	243
M4_65740	0	18	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	4	0	289
M4_65741	0	105	32	132	78	34	27	74	0	54	1	0	5	11	0	37	4	10	48	29	1	27	82	124
M4_65752	0	14	133	0	0	0	0	0	12	10	0	0	27	0	0	0	0	14	6	0	0	11	0	498
M4_65763	0	1	59	16	0	7	0	0	0	5	0	0	16	0	0	11	5	20	13	0	4	5	0	82
M4_65780	0	2	0	1	0	1	7	0	0	4	1	0	3	0	0	0	1	0	3	0	3	2	0	62
M4_658	0	12	0	3	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	91
M4_65839	0	0	0	1	1	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	168
M4_65845	0	12	5	0	1	10	31	0	0	1	1	0	0	0	2	0	0	0	0	0	0	2	0	214
M4_65890	1	563	51	137	104	104	10	4	10	257	54	2	11	0	17	187	5	18	132	6	2	28	0	4315
M4_65901	0	4	5	0	0	0	25	6	0	0	0	0	0	0	0	0	0	0	48	0	0	4	0	90
M4_65918	0	2	2	2	3	6	12	2	0	4	0	0	4	0	0	0	3	2	0	13	0	16	0	45
M4_65931	0	52	15	9	8	2	0	0	1	22	0	0	7	0	0	8	1	4	12	24	13	0	0	110
M4_65944	0	8	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	153
M4_65959	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	63
M4_65973	0	65	2	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	411
M4_65989	0	0	21	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	162
M4_66019	0	1	4	16	1	4	1	0	0	2	0	0	2	0	6	3	0	4	2	0	0	5	0	71
M4_66046	0	3	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	77
M4_66055	0	49	9	31	6	1	7	1	0	0	0	0	0	0	0	6	1	3	9	0	0	11	0	137
M4_66064	0	0	5	0	0	4	13	0	0	0	0	0	3	1	0	4	0	1	4	1	0	0	0	218
M4_66093	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134
M4_66119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1278
M4_66140	0	205	126	0	41	0	129	0	1	6	71	0	32	0	8	2	5	12	59	37	4	1	0	1216
M4_6615	0	13	20	0	0	0	30	0	0	0	14	0	0	0	0	0	0	0	4	0	0	0	0	49
M4_6616	0	1084	2154	3	11	0	860	0	4	0	174	2	4	0	9	0	4	1	133	2	38	0	35	12291
M4_66162	0	4	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	108
M4_6618	0	805	2	1424	2	0	25	6	0	0	8	0	0	0	0	0	0	0	0	0	0	4	0	357
M4_66185	0	24	4	0	0	1	0	0	0	0	0	0	2	0	0	26	0	2	6	0	0	2	0	251
M4_66208	0	725	0	0	0	3	0	0	0	3	0	0	4	0	0	0	0	1	12	1	0	0	0	159
M4_66219	0	12	10	2	0	2	19	0	0	7	0	0	31	4	0	8	7	0	8	0	1	6	2	158
M4_66227	0	6	9	1	305	0	0	8	0	78	0	0	0	4	2	3	0	5	4	23	0	4	2	1618
M4_66236	2	6	555	32	207	277	9	0	37	235	0	0	390	3	8	78	48	42	100	276	8	14	4	3214
M4_66247	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	50
M4_66253	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	368
M4_66261	0	11	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	120
M4_66285	0	52	7	18	9	13	4	0	0	1	0	0	14	0	0	4	14	2	9	0	2	2	0	60
M4_66287	0	86	55	8	1	22	11	6	3	20	4	0	19	4	4	8	11	7	7	1	11	0	0	1472
M4_66291	0	25	19	11	0	17	0	1	1	0	10	0	16	0	0	22	4	12	16	0	0	11	0	269
M4_6632	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77
M4_66376	0	5	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	135
M4_66402	0	29	33	4	0	0	14	0	0	8	6	1	31	0	0	13	9	13	39	12	0	3	0	427
M4_66508	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	109
M4_66575	0	4	9	0	0	0	3	0	0	4	2	0	1	0	0	2	1	0	17	0	0	0	0	309
M4_66577	0	2	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	83
M4_66578	0	61	56	0	2	0	76	0	2	0	14	0	0	0	0	0	0	0	41	0	0	0	0	126
M4_66591	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	152
M4_66595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	73
M4_66618	0	105	56	50	4	21	28	18	1	11	0	0	4	0	1	10	9	16	20	0	3	10	5	1306
M4_66652	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285
M4_66665	0	16	39	6	12	22	18	0	35	19	10	2	9	114	24	8	21	18	35	34	0	60	8	50
M4_66705	0	3	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	79
M4_66711	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
M4_66727	0	6	124	3	2	60	15	4	0	0	6	0	2	0	0	24	3	0	19	2	0	45	0	545
M4_66749	0	4	0	29	2	11	0	0	0	0	8	0	1	0	0	35	0	1	14	0	0	8	0	71
M4_66773	0	20	64	9	101	9	119	0	0	15	10	0	86	2	0	6	46	6	15	2	2	13	0	457
M4_66781	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	5	0	0	2	0	96
M4_66818	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409
M4_66825	0	29	90	3	1	50	15	0	2	0	2	3	99	0	11	72	56	16	16	2	0	2	4	2711
M4_66881	0	77	6	18	0	15	2	0	0	0	0	0	1	0	0	9	0	0	25	0	0	0	0	161
M4_66883	0	6	5	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	3	4121
M4_66891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	0	0	0	769
M4_66895	0	11	4	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	86
M4_66917	0	8	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	207
M4_66951	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	68
M4_66960	0	3	18	2	6	0	0	0	0	2	0	0	34	0	6	0	12	0	39	2	0	0	0	69
M4_66968	0	2	8	10	1	6	2	0	0	3	0	0	2	0	0	0	2	0	2	0	0	1	0	100
M4_66981	0	31	48	7	11	20	2	0	0	31	2	0	0	0	0	24	2	5	8	0	0	10	0	764
M4_66984	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	340
M4_66988	0	3	2	11	2	4	0	0	0	0	6	0	2	0	4	9	0	1	6	0	0	41	0	123
M4_67020	0	40	240	28	17	1	96	0	186	52	14	65	83	19	7	0	13	274	18	3	6	1	0	590
M4_67036	0	0	32	0	0	0	0	0	0	40	0	0	13	0	0	0	4	0	14	0	0	29	0	3263
M4_6704	0	0	1	2	1	2	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	275
M4_67048	0	2	38	89	31	1	20	18	0	28	0	0	12	0	0	42	0	22	40	5	0	171	0	229
M4_67058	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	82
M4_67059	0	245	179	106	16	10	120	0	1	216	27	0	4	0	0	61	20	25	65	18	4	12	0	1123
M4_6708	0	15	27	0	4	1	20	0	1	5	11	0	3	0	0	5	2	9	8	0	0	12	0	445
M4_67092	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7587
M4_67126	0	4	0	2	3	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	317
M4_67129	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77
M4_67133	0	0	2	1	0	0	0	0	0	5	0	0	1	14	0	4	2	1	12	2	0	11	0	313
M4_67145	0	24	55	102	4	36	2	4	0	6	0	0	0	0	0	171	0	2	4	0	3	94	0	299
M4_67148	0	8	24	0	0	0	6	0	1	2	20	0	4	0	0	0	0	0	21	12	0	0	0	85
M4_67152	0	27	84	0	6	9	4	0	7	12	4	0	13	0	0	0	3	0	170	4	0	442	0	4156
M4_67163	0	45	4	4	0	6	21	6	0	4	0	0	2	0	0	7	0	0	21	0	0	8	0	421
M4_67221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
M4_67275	0	42	36	15	0	1	342	2	0	270	0	0	200	0	0	0	135	0	50	210	0	71	0	2305
M4_67292	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	1	0	0	78
M4_67294	0	8	18	9	0	0	6	0	0	7	0	0	2	0	0	6	0	0	19	0	0	0	0	375
M4_67296	0	329	274	0	0	2	282	0	0	2	2	0	0	0	0	0	0	0	92	0	0	0	0	2782
M4_67309	0	14	2	0	16	0	12	0	0	0	78	0	0	0	0	10	0	6	8	0	0	0	0	186
M4_67312	0	0	0	0	6	0	3	0	0	2	7	0	0	0	0	0	2	3	0	0	0	0	0	77
M4_67326	0	0	4	4	18	8	8	1	0	15	0	0	3	11	0	3	1	4	2	14	0	17	0	185
M4_67334	0	8	2037	0	6	126	3	1	38	1407	7	0	12	0	13	4	0	8	929	0	0	1021	0	8335
M4_67337	0	80	219	13	57	8	147	0	19	30	649	1	133	0	13	0	160	2	158	4	56	4	8	293
M4_67343	0	10	2	8	15	4	2	2	0	6	0	0	0	0	0	0	0	4	6	8	0	4	0	121
M4_67375	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
M4_67404	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	615
M4_67405	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	90
M4_67420	0	4	4	0	0	0	13	0	3	9	7	0	0	0	0	0	1	17	14	0	0	0	0	532
M4_6743	0	0	13	1	0	0	21	0	0	4	6	2	2	0	0	0	0	0	5	0	0	0	0	167
M4_67434	0	28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	208
M4_67466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82
M4_67476	0	40	4	15	0	0	11	0	2	7	1	0	2	0	0	11	0	4	24	0	0	11	0	294
M4_67493	0	4	29	9	44	72	4	2	3	127	13	0	49	19	3	10	15	44	4	83	0	36	19	510
M4_67524	0	0	2	0	0	2	0	1	0	2	0	0	0	0	0	0	2	0	1	0	0	11	0	67
M4_67534	0	1	45	16	31	30	35	3	16	144	13	0	44	85	6	10	36	94	11	184	36	151	23	322
M4_67537	0	2	42	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	127
M4_67571	0	23	17	10	0	0	15	0	22	44	41	2	0	0	0	3	8	21	35	0	4	35	0	732
M4_67596	0	17	9	7	4	0	2	2	30	2	42	6	5	18	0	4	4	8	19	2	0	19	2	101
M4_67608	0	5	23	35	15	28	0	2	0	0	4	0	6	0	0	45	0	0	8	0	0	69	0	229
M4_67612	0	18	4	0	0	15	8	0	0	0	1	0	4	0	0	1	0	0	145	1	0	0	0	2346
M4_67666	2	108	331	378	730	674	217	103	990	1239	57	97	343	3549	653	278	312	513	234	2013	136	782	298	1301
M4_67677	0	4	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	2	0	0	6	0	220
M4_67678	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	63
M4_67680	0	8	118	11	0	0	18	1	4	0	0	1	4	2	0	0	0	8	11	0	0	1	0	290
M4_67692	0	16	21	36	4	12	12	0	0	4	0	0	4	0	0	36	8	10	57	6	0	13	5	119
M4_67695	0	64	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	22	0	139
M4_67715	0	3	14	24	0	7	3	0	0	0	2	0	0	0	0	5	0	4	8	2	0	5	0	154
M4_6772	0	15	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	71
M4_67726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	93
M4_67727	0	20	10	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	42	0	0	0	0	356
M4_67732	6	40	41	39	10	12	23	1	0	1	8	0	6	0	0	24	0	1	28	5	0	37	0	998
M4_67752	0	5	22	6	0	0	0	0	0	2	0	0	0	0	0	2	0	0	3	0	0	0	0	127
M4_67753	0	2	2	0	0	0	3	0	0	0	5	0	1	0	0	0	0	1	11	1	0	2	0	1004
M4_67756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81
M4_67774	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	274
M4_6778	37	2592	784	629	80	426	386	257	1	1366	21	0	236	21	0	1666	33	188	8861	231	0	708	28	3125
M4_67813	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114
M4_67856	0	10	5	15	5	19	9	8	0	6	0	0	4	0	0	17	2	7	102	0	0	11	6	85
M4_67857	0	6	2	6	0	24	15	0	0	6	0	0	0	0	0	1	0	0	4	0	0	2	0	164
M4_67860	2	377	153	63	72	106	140	28	45	79	157	4	44	37	48	47	30	107	347	42	52	217	37	823
M4_67861	0	212	93	12	57	57	75	4	107	69	16	16	204	39	27	38	130	118	204	34	172	45	65	450
