ID	Marmota himalayana	Marmota sibirica	Marmota caudata	Marmota baibacina
C1_40695	0	0	7022	0
C1_40726	10	0	238	10
C1_40776	618	482	355	55
C1_40792	2	10	568	0
C1_40830	1	2	104	2
C1_40897	61	304	3154	3187
C1_40913	0	2	192	0
C1_41067	0	0	542	3
C1_41106	63	20	646	46
C1_41169	63	683	4978	487
C1_41179	0	0	110	0
C1_41191	79	41	1291	514
C1_41217	0	585	173	98
C1_41268	4	3	423	0
C1_41289	52	47	157	70
C1_41412	11	4	62	1
C1_41475	5	8	252	117
C1_41535	2	2	64	0
C1_41613	938	193	1875	351
C1_41644	69	75	2180	13
C1_41681	14	7	60	3
C1_41701	16216	210	373	16
C1_41711	0	0	805	1
C1_41731	0	0	138	0
C1_41773	0	6	233	21
C1_41808	13	14	85	8
C1_41879	17	113	1077	289
C1_41927	1	0	360	4
C1_41933	0	1	253	18
C1_41942	2	14	182	176
C1_42021	6	24	79	4
C1_42179	3	13	1842	149
C1_42208	0	10	155	144
C1_42248	69	11	194	19
C1_42250	0	0	52	2
C1_42265	323	491	1758	265
C1_42276	181	307	176	33
C1_42306	0	0	65	0
C1_42362	0	0	358	0
C1_42367	7	4	351	41
C1_42423	16	17	533	26
C1_42527	0	7	142	0
C1_42555	0	0	82	0
C1_42625	20	2	122	8
C1_42668	2	0	10085	262
C1_42690	0	0	2776	108
C1_42813	47	364	238	70
C1_42823	22	10	157	4
C1_42865	71	20	310	10
C1_42866	50	11	139	4
C1_42952	24	39	1843	108
C1_43003	2	0	62	4
C1_43115	0	0	579	2
C1_43140	42	283	8021	6908
C1_43142	24	31	55	4
C1_43162	32	89	201	51
C1_43420	52	177	585	550
C1_43421	1496	238	2255	190
C1_43441	83	372	814	880
C1_43506	0	0	252	256
C1_43516	7	12	3300	408
C1_43517	18	35	194	99
C1_43527	277	40	1910	458
C1_43546	0	3	131	3
C1_43561	0	0	74	0
C1_43671	0	0	106	18
C1_43682	37	0	297	80
C1_43684	4	14	239	291
C1_43710	4	0	114	3
C1_43770	0	0	267	3
C1_43801	5	64	208	1
C1_43847	44	4	175	21
C1_43866	4	0	76	6
C1_43892	0	0	177	0
C1_43913	5	5	75	2
C1_43955	6	41	577	36
C1_43985	0	0	140	4
C1_44029	14	0	523	3
C1_44066	6	2	205	0
C1_44082	0	2	59	12
C1_44083	49	186	160	13
C1_44106	34	0	2323	5
C1_44182	105	79	107	19
C1_44214	7	0	79	2
C1_44243	0	0	982	100
C1_44278	0	0	107	9
C1_44325	1	2	87	5
C1_44329	0	0	825	0
C1_44335	16	0	139	15
C1_44368	6	2	273	0
C1_44425	6	0	125	3
C1_44435	2	0	711	2
C1_44447	0	8	171	2
C1_44461	40	27	941	83
C1_44470	2	0	157	24
C1_44482	0	9	167	17
C1_44519	9	0	162	6
C1_44520	0	0	96	0
C1_44524	0	0	104	12
C1_44630	0	3	6736	84
C1_44665	14	0	134	11
C1_44679	0	0	215	0
C1_44776	2	0	107	4
C1_44802	0	4	9612	0
C1_44851	0	0	478	113
C1_44899	54	1408	1925	43
C1_44915	0	0	161	0
C1_44922	0	0	314	109
C1_44933	1	0	235	97
C1_44949	8	68	208	66
C1_44959	42	56	367	9
C1_44970	38	13	364	50
C1_45017	8	0	282	0
C1_45025	106	27	118	28
C1_45056	0	0	3571	140
C1_45063	37	81	6071	4255
C1_45064	16	3	2226	0
C1_45071	0	0	107	0
C1_45107	6	50	2357	269
C1_45121	9	6	114	8
C1_45162	0	0	150	0
C1_45219	0	0	293	14
C1_45220	54	85	446	46
C1_45257	64	7	105	9
C1_45260	640	92	655	291
C1_45314	25	1	177	24
C1_45323	5	0	1245	58
C1_45324	0	20	372	255
C1_45399	24	1	147	18
C1_45415	139	97	264	239
C1_45489	37	43	122	15
C1_45612	0	5	251	25
C1_45665	59	23	108	6
C1_45812	8	19	154	11
C1_45849	25	79	293	124
C1_45897	61	0	1203	0
C1_45917	0	31	489	424
C1_45919	0	0	292	7
C1_45923	180	347	5921	271
C1_45943	16	2	601	87
C1_46101	34	22	136	33
C1_46144	0	0	128	7
C1_46178	26	7	470	0
C1_46240	0	5	122	3
C1_46260	0	0	89	0
C1_46342	3	15	425	50
C1_46397	24	0	1048	16
C1_46443	6	0	82	2
C1_46505	0	0	55	0
C1_46560	155	107	444	77
C1_46561	101	38	209	42
C1_46573	7	47	4037	0
C1_46640	0	0	169	44
C1_46799	7	8	223	63
C1_46986	0	0	188	9
C1_47013	0	0	329	0
C1_47051	0	0	98	6
C1_47087	0	0	355	0
C1_47160	27	42	290	7
C1_47189	70	68	372	34
C1_47303	62	82	116	31
C1_47309	90	797	4418	2227
C1_47345	387	1062	325	84
C1_47372	4	7	532	15
C1_47402	0	0	249	9
C1_47445	5	8	506	8
C1_47459	71705	156259	164406	177622
C1_47518	1	14	485	111
C1_47594	11	4	533	40
C1_47595	342	4210	199	16
C1_47616	2	0	268	84
C1_47635	10	27	328	0
C1_47639	26	23	234	48
C1_47666	132	35	206	80
C1_47700	47	92	158	21
C1_47736	393	177	1002	12
C1_47760	21	13	692	153
C1_47802	0	1	272	13
C1_47865	94	65	342	85
C1_47912	256	104	242	60
C1_47920	3	7	18334	27
C1_47942	4	2	146	104
C1_47946	0	18	186	39
C1_47992	203	150	175	154
C1_48042	0	0	93	10
C1_48046	0	0	586	0
C1_48085	193	51	402	4
C1_48151	3	0	176	0
C1_48262	4	36	586	105
C1_48277	302	214	2065	233
C1_48338	34	55	128	15
C1_48371	18	0	114	0
C1_48432	0	14	56	0
C1_48445	0	2	57	0
C1_48491	56	12	360	57
C1_48551	124	11	637	50
C1_48608	0	0	157	16
C1_48611	0	0	206	39
C1_48627	20	11	2321	130
C1_48698	2	9	147	15
C1_48742	0	0	1301	11
C1_48752	0	0	332	0
C1_48753	3	0	89	0
C1_48806	26	28	739	484
C1_48816	0	1	888	160
C1_48844	226	249	1388	965
C1_48877	6	0	62	0
C1_48887	9	0	1225	4
C1_48941	6	4	206	1
C1_49099	0	51	115	0
C1_49142	72	87	1092	819
C1_49201	2	4	18802	86
C1_49226	11	1	30153	302
C1_49277	115	73	306	72
C1_49319	0	5	123	0
C1_49346	4	16	156	29
C1_49416	40	7	203	153
C1_49470	0	0	73	0
C1_49513	0	0	267	0
C1_49525	2	25	46	43
C1_49546	29	23	526	219
C1_49568	13	7	107	7
C1_49571	5	27	120	27
C1_49578	4	4	111	0
C1_49630	0	2	49	5
C1_49634	9	11	2656	559
C1_49697	0	0	209	2
C1_49818	43	24	339	196
C1_49914	0	15	282	20
C1_49933	0	0	1492	33
C1_49954	0	0	518	2
C1_49978	4	4	181	20
C1_49985	7	0	2923	170
C1_50022	0	4	318	31
C1_50068	0	28	173	2
C1_50069	1096	341	17287	12342
C1_50086	3	3	71	0
C1_50104	116	41	1212	7
C1_50149	18	40	221	163
C1_50166	0	0	344	0
C1_50191	0	0	391	15
C1_50203	0	0	262	11
C1_50247	18	1	120	3
C1_50300	15	15	177	14
C1_50318	42	18	805	224
C1_50384	3	0	827	76
C1_50468	32	17	193	25
C1_50471	56	20	3439	173
C1_50485	628	591	1521	254
C1_50582	6	68	5398	31
C1_50657	0	5	127	3
C1_50683	10	18	130	13
C1_50695	4	4	228	19
C1_50711	15	18	1315	6
C1_50734	5	13	1029	45
C1_50804	7	14	1978	10
C1_50832	6	0	243	0
C1_50847	1	3	64	18
C1_51051	2	19	741	571
C1_51108	2	8	222	38
C1_51186	5	5	156	1
C1_51207	0	0	329	9
C1_51242	2	2	145	31
C1_51312	0	0	56	19
C1_51318	2660	996	4283	1185
C1_51340	0	0	69	0
C1_51388	3256	2454	14538	7050
C1_51416	20	0	74	0
C1_51422	0	0	59	8
C1_51463	0	2	191	0
C1_51483	39	60	560	268
C1_51489	5	15	221	267
C1_51528	16	32	469	22
C1_51536	125	7	3041	151
C1_51572	0	0	170	0
C1_51674	23	4	95	10
C1_51685	0	0	96	0
C1_51786	0	0	87	0
C1_51853	2	2	51172	5
C1_51891	12	11	928	58
C1_51896	0	1	130	2
C1_51913	6	1	109	18
C1_51989	664	103	1658	563
C1_52082	0	0	73	0
C1_52085	4	0	310	21
C1_52127	50	23	259	97
C1_52183	30	4	121	12
C1_52186	886	1034	6575	1487
C1_52200	12	0	2464	16
C1_52231	404	610	1037	843
C1_52251	0	12	314	0
C1_52291	0	0	65	0
C1_52401	0	0	83	12
C1_52516	22	50	1356	4
C1_52538	50	1	74731	453
C1_52608	0	8	470	40
C1_52616	139	242	521	589
C1_52629	144	192	426	141
C1_52645	0	0	117	0
C1_52718	55	189	851	3157
C1_52796	14	0	79	2
C1_52835	8	14	16545	27
C1_52886	0	0	3281	272
C1_52900	0	0	178	41
C1_53009	83	52	111	12
C1_53024	0	2	106	6
C1_53033	36	3	28418	957
C1_53054	0	0	867	2
C1_53064	12	14	1530	31
C1_53116	14	72	1551	74
C1_53123	1	17	9181	4033
C1_53246	0	0	939	4
C1_53327	72	85	183	18
C1_53346	20	5	182	63
C1_53468	69	87	146	18
C1_53484	19	23	110	2
C1_53513	18	116	117	14
C1_53533	20	26	67	3
C1_53569	2	2	87	0
C1_53609	354	188	631	203
C1_53653	0	0	473	15
C1_53726	0	1	95	6
C1_53933	7	0	392	218
C1_54042	40	2	572	84
C1_54052	2	0	672	101
C1_54126	223	486	323	71
C1_54140	0	0	327	87
C1_54166	2	2	105	32
C1_54167	0	0	66	0
C1_54168	0	0	907	42
C1_54183	2	2	85	28
C1_54213	36	28	63	0
C1_54229	222	9	394	141
C1_54257	0	4	129	5
C1_54260	0	0	95	1
C1_54289	0	0	96	20
C1_54300	370	371	2698	517
C1_54315	114	85	415	0
C1_54366	40	0	67	1
C1_54497	0	0	189	8
C1_54557	76	157	9057	137
C1_54589	139	145	262	36
C1_54625	3	4	50	0
C1_54662	2	0	260	308
C1_54663	85	67	630	54
C1_54794	13	18	127	32
C1_54821	0	21	296	46
C1_54841	26	142	911	55
C1_54981	1097	1962	6511	2923
C1_55030	0	8	9519	159
C1_55095	41	77	186	40
C1_55202	0	0	68	13
C1_55339	2	0	628	29
C1_55407	0	0	190	0
C1_55414	0	0	11592	697
C1_55475	0	0	76	0
C1_55497	0	0	328	14
C1_55554	11	0	2428	17
C1_55564	73	282	347	197
C1_55574	85	333	1792	408
C1_55586	45	35	235	0
C1_55630	4	10	216	0
C1_55798	0	2	151	20
C1_55800	0	0	88	15
C1_55831	432	601	1937	551
C1_55961	4	2	5940	591
C1_55986	12	87	787	455
C1_56018	0	76	196	60
C1_56156	5	4	2690	6
C1_56222	1	1	78	0
C1_56244	197	666	785	497
C1_56288	453	79	3092	465
C1_56293	42	122	56	2
C1_56301	0	5	65	4
C1_56306	2	0	12435	31
C1_56323	0	2	96	14
C1_56367	23	186	3324	302
C1_56372	33	49	1968	0
C1_56431	166	96	365	161
C1_56438	17	16	109	62
C1_56440	0	0	107	1
C1_56447	8	1	272	24
C1_56501	13	13	73	1
C1_56587	60	116	258	2
C1_56593	119	5	225	12
C1_56629	3	11	97	0
C1_56690	26	6	2138	203
C1_56695	1	21	16297	5
C1_56716	7	19	104	0
C1_56764	8	31	608	172
C1_56786	0	0	77	0
C1_56926	24	0	4133	35
C1_56945	30	5	381	772
C1_56947	20	0	242	18
C1_56960	201	133	537	26
C1_56989	74	50	103	93
C1_57000	316	351	2597	215
C1_57015	222	42	529	446
C1_57059	1813	1877	4861	289
C1_57071	0	1	1126	0
C1_57144	0	0	504	6
C1_57233	0	6	1247	30
C1_57375	16	102	258	0
C1_57412	2	1	115	11
C1_57428	33	2	73	0
C1_57463	15	34	105	17
C1_57506	0	0	68	11
C1_57555	0	0	13083	0
C1_57650	0	18	629	11
C1_57688	33	81	96	13
C1_57689	2	0	1768	46
C1_57696	13	22	63	3
C1_57716	192	497	788	2
C1_57718	0	0	569	0
C1_57719	310	444	1497	217
C1_57727	77	0	284	30
C1_58009	40	0	174	32
C1_58011	24	92	912	2375
C1_58042	0	0	356	0
C1_58052	0	0	205	0
C1_58098	13	26	402	39
C1_58117	90	92	408	112
C1_58145	372	91	5463	280
C1_58157	26	0	93	0
C1_58167	14	7	137	0
C1_58175	0	0	75	9
C1_58181	17	24	103	5
C1_58185	0	0	1110	0
C1_58186	0	0	2600	0
C1_58220	91	23	179	28
C1_58263	0	0	1075	58
C1_58281	2	4	219	29
C1_58290	20	45	84	2
C1_58305	282	393	1100	394
C1_58334	8	13	444	10
C1_58348	1	0	77	0
C1_58370	2	57	208	54
C1_58394	0	0	137	0
C1_58483	0	0	813	308
C1_58488	0	2	72	3
C1_58510	0	25	70	15
C1_58627	19	0	335	31
C1_58665	12	1	155	65
C1_58672	28	45	150	6
C1_58746	62	43	78	31
C1_58752	18	32	183	45
C1_58758	35	104	420	204
C1_58771	15	8	106	0
C1_58784	86	63	236	217
C1_58860	3653	2546	27237	17640
C1_58890	25	63	273	24
C1_58893	0	0	137	4
C1_58927	225	375	1234	42
C1_58975	73	356	101	10
C1_59026	0	0	276	0
C1_59035	34	38	174	20
C1_59043	0	8	241	173
C1_59080	0	1	181	38
C1_59135	41	63	88	18
C1_59166	4	0	81	0
C1_59251	11	10	755	2
C1_59259	19	0	163	20
C1_59265	11	9	775	27
C1_59315	178	313	3805	312
C1_59316	0	0	202	18
C1_59334	20	22	131	7
C1_59371	0	1	147	2
C1_59380	161	258	6167	461
C1_59456	0	2	1303	21
C1_59551	10	7	1452	16
C1_59728	328	38	1980	51
C1_59743	9	2	424	68
C1_59747	79	204	285	0
C1_59758	0	0	108	4
C1_59807	738	184	1461	977
C1_59841	0	0	130	7
C1_59894	61	34	340	33
C1_59985	0	0	217	0
C1_60012	2	11	193	12
C1_60078	25	138	175	46
C1_60189	0	0	241	22
C1_60289	25	71	219	31
C1_60308	8	6	130	32
C1_60323	33	37	101	4
C1_60330	31	4	138	16
C1_60336	0	1	332	11
C1_60356	0	14	17338	22
C1_60377	647	387	1619	285
C1_60431	168	91	528	73
C1_60482	0	2	397	4
C1_60496	0	0	146	0
C1_60516	4	0	107	26
C1_60557	16	269	473	8
C1_60703	12	3	2318	3
C1_60772	0	0	70	2
C1_60840	8	2	175	0
C1_60868	0	17	80	11
C1_60922	14	4	1701	53
C1_61091	1	0	61	1
C1_61198	0	2	990	44
C1_61205	10	1	132	1
C1_61233	11	42	419	43
C1_61262	1	17	2046	4
C1_61411	0	0	110	26
C1_61413	19	23	137	7
C1_61420	12	5	132	15
C1_61445	53	9	512	30
C1_61451	28	25	71	0
C1_61472	0	0	50	0
C1_61517	209	72	606	664
C1_61538	2	45	1561	329
C1_61541	0	0	379	2
C1_61543	3	13	81	3
C1_61563	0	0	89	0
C1_61569	0	0	360	0
C1_61584	0	0	89	0
C1_61647	429	253	6645	138
C1_61719	0	0	309	239
C1_61736	120	128	348	16
C1_61855	0	0	101	0
C1_61863	184	78	625	231
C1_61896	0	6	426	0
C1_61952	347	105	12283	121
C1_61986	0	0	100	0
C1_62033	0	51	54	11
C1_62066	11	5	587	6
C1_62146	7	7	108	1
C1_62296	117953	61	2223	2
C1_62340	0	0	492	0
C1_62378	10	0	83	0
C1_62421	4	63	1444	178
C1_62519	2	0	130	1
C1_62594	553	169	6020	11082
C1_62630	5	5	120	2
C1_62643	38	34	250	14
C1_62717	0	6	136	0
C1_62747	316	168	158	59
C1_62804	3	20	178	8
C1_62933	0	0	966	1
C1_62936	1368	1967	2209	1480
C1_62955	0	0	58	0
C1_63013	0	0	73	0
C1_63132	1	0	366	77
C1_63162	6	0	257	14
C1_63213	14	4	296	19
C1_63311	17	3	59	0
C1_63318	0	0	131	17
C1_63416	92	64	241	54
C1_63450	8	23	1276	50
C1_63458	0	0	127	0
C1_63466	239	235	768	298
C1_63470	59	65	142	17
C1_63476	0	4	112	10
C1_63535	59	145	250	14
C1_63545	0	2	127	0
C1_63559	0	3	156	2
C1_63576	0	0	396	7
C1_63709	16	9	192	15
C1_63884	171	61	3633	399
C1_63922	14	0	293	15
C1_63953	0	3	75	0
C1_64094	75	4	392	27
C1_64103	22	11	51	0
C1_64108	19	10	1159	2
C1_64110	116	12	2420	48
C1_64127	15	2	1121	39
C1_64201	27	39	124	52
C1_64211	4	11	186	14
C1_64317	6	1	120	2
C1_64357	66	25	154	7
C1_64373	11	5	118	0
C1_64458	12	19	2184	211
C1_64468	21	55	78	4
C1_64478	10	5	155	10
C1_64506	0	0	791	10
C1_64533	0	0	194	2
C1_64567	86	0	587	407
C1_64792	2	0	40	12
C1_64804	15	0	589	33
C1_64877	3	5	244	9
C1_64898	5	0	74	2
C1_64926	141	75	558	51
C1_64944	5	50	157	0
C1_65002	0	0	73	98
C1_65113	0	0	121	0
C1_65143	62	89	298	96
C1_65148	2	0	149	3
C1_65331	14	0	281	11
C1_65392	2	1	230	26
C1_65426	110	154	1736	42
C1_65445	0	2	171	0
C1_65517	4	3	96	0
C1_65612	27	16	128	7
C1_65647	30	11	87	87
C1_65649	0	0	563	15
C1_65768	35	30	106	0
C1_65782	0	0	134	0
C1_65789	16	0	930	0
C1_65805	428	163	2023	89
C1_65807	0	59	284	36
C1_65985	46	108	594	22
C1_66030	37	16	669	123
C1_66033	28	151	259	28
C1_66047	213	68	3248	87
C1_66111	7	17	20863	686
C1_66133	122	175	882	619
C1_66158	41	106	267	46
C1_66162	43	10	335	5
C1_66348	329	184	301	37
C1_66362	0	37	91	4
C1_66405	0	0	280	3
C1_66418	384	94	574	1392
C1_66420	4	1	773	56
C1_66439	3	0	1084	42
C1_66444	18	66	460	96
C1_66477	0	0	85	3
C1_66488	153	236	531	167
C1_66515	209	54	307	68
C1_66533	76	92	225	50
C1_66559	0	3	38	0
C1_66595	36	20	257	4
C1_66612	101	15	143	0
C1_66618	65	11	184	0
C1_66638	0	0	595	0
C1_66743	123	78	1064	519
C1_66776	386	2693	438	30
C1_66787	113	138	386	786
C1_66825	1121	706	3541	3870
C1_66864	37	21	417	8
C1_66890	8	2	3663	269
C1_66969	1	1	76	6
C1_67012	110	128	274	582
C1_67017	258	2	240	9
C1_67174	90	121	215	3
C1_67214	85	232	125	25
C1_67301	146	43	320	14
C1_67321	0	3	4063	8
C1_67386	34	14	682	58
C1_67414	0	0	84	0
C1_67463	0	1	102	0
C1_67495	0	5	49	3
C1_67563	0	0	193	4
C1_67565	1989	523	22003	2912
C1_67573	530	504	1497	221
C1_67635	0	3	256	0
C1_67765	0	2	206	0
C1_67787	4	29	133	3
C1_67834	22	15	81	2
C1_67858	0	0	109	4
C1_67893	41	145	627	74
C1_67930	170	77	923	1477
C1_67973	686	648	2658	825
C1_67992	0	0	118	0
C1_68003	2	17	221	37
C1_68117	4	0	155	16
C1_68118	0	0	7564	52
C1_68136	8	38	196	58
C1_68151	232	205	481	48
C1_68248	32	1	84	23
C1_68281	0	0	94	0
C1_68289	0	0	134	0
C1_68306	65	50	345	264
C1_68380	492	1030	1719	1488
C1_68450	0	0	88	2
C1_68502	25	12	117	3
C1_68505	0	0	273	2
C1_68513	0	0	915	0
C1_68515	4094	2158	10111	1928
C1_68518	0	0	177	4
C1_68522	0	23	557	341
C1_68524	33	7	3155	1
C1_68566	8	9	97	0
C1_68600	163	501	1123	28
C1_68694	173	57	401	163
C1_68713	0	0	127	0
C1_68745	0	0	212	14
C1_68807	0	0	229	352
C1_68880	0	13	58	0
C1_68910	8	13	163	65
C1_68918	2	0	353	38
C1_68922	37	49	156	2
C1_69025	15	131	1642	96
C1_69086	136	21	238	9
C1_69095	400	156	175	107
C1_69111	31	4	85	43
C1_69139	31	41	311	10
C1_69150	4	34	1260	33
C1_69160	8	32	437	29
C1_69205	3	36	120	11
C1_69207	10	0	309	633
C1_69270	48	89	195	14
C1_69309	2	0	70	3
C1_69338	810	1044	739	1107
C1_69369	22	3	116	55
C1_69494	29	5	92	8
C1_69529	0	2	1775	22
C1_69548	0	0	70	0
C1_69729	24	3	3265	59
C1_69732	1	1	338	5
C1_69754	0	12	42	2
C1_69773	32	25	106	2
C1_69778	0	3	43	5
C1_69819	0	0	3340	14
C1_69881	0	0	1639	42
C1_69973	0	0	3931	27
C1_70008	28	17	246	143
C1_70036	415	610	760	108
C1_70055	4	2	637	13
C1_70209	12	130	185	21
C1_70218	90	18	134	5
C1_70245	0	0	133	18
C1_70270	367	2355	1119	390
C1_70278	27	27	469	73
C1_70299	21	24	284	22
C1_70337	0	0	61	0
C1_70344	153	26	1731	785
C1_70408	11	41	727	157
C1_70460	0	0	93	4
C1_70574	114	30	188	107
C1_70624	0	10	106	63
C1_70644	5	138	1077	677
C1_70678	10	29	246	43
C1_70683	65	11	115	5
C1_70705	12	3	304	22
C1_70778	2	16	361	15
C1_70794	0	0	99	0
C1_70851	1	5	314	3
C1_70904	11	0	61	0
C1_70922	0	0	56	36
C1_71005	186	23	6981	1317
C1_71011	20	52	176	13
C1_71033	7	0	3190	20
C1_71085	70	519	1040	590
C1_71163	19	4	55	6
C1_71210	66	17	308	69
C1_71241	11	1	495	20
C1_71268	0	0	88	48
C1_71356	10	43	128	1
C1_71376	3	2	140	5
C1_71380	8	5	93	0
C1_71401	0	0	899	5
C1_71405	2	0	65	0
C1_71409	143	208	1087	841
C1_71479	3108	2803	5116	6630
C1_71648	6	0	396	25
C1_71683	174	42	288	255
C1_71765	40	0	82	7
C1_71850	60	2	125	25
C1_71868	9	26	341	0
C1_71926	0	0	214	78
C1_71953	13	0	81	7
C1_71972	0	8	171	9
C1_71975	1	1	155	2
C1_72009	0	0	5803	2
C1_72134	8603	1718	763	252
C1_72163	13	35	603	50
C1_72178	884	262	1019	570
C1_72181	148	34	2020	1432
C1_72194	72	48	283	18
C1_72269	10	15	1349	75
C1_72281	0	0	264	20
C1_72357	49	4	296	50
C1_72447	0	4	115	32
C1_72460	15	12	425	56
C1_72463	7	147	1981	68
C1_72481	580	2904	1061	218
C1_72527	74	15	111	12
C1_72574	112	50	159	157
C1_72665	8	5	135	2
C1_72775	80	2	3855	154
C1_72868	24	7	54	17
C1_72874	39	141	555	15
C1_72886	7	3	1774	132
C1_72925	1	1	468	131
C1_73151	0	0	136	0
C1_73166	0	1	89	9
C1_73202	36	292	299	16
C1_73248	32	22	567	40
C1_73339	896	471	648	113
C1_73373	0	1	121	0
C1_73404	235	97	1004	1247
C1_73513	81	10	971	8
C1_73538	22	20	61	4
C1_73659	14	8	894	89
C1_73707	6	2	231	0
C1_73761	12	2	64	3
C1_73771	0	0	71	0
C1_73773	0	68	107	0
C1_73806	49	168	1361	28
C1_73810	10	92	491	94
C1_73832	30	62	314	258
C1_73850	32	0	120	0
C1_73917	6	5	102	1
C1_73931	0	0	161	4
C1_73972	22	20	256	0
C1_73989	10	9	163	18
C1_74049	275	538	19574	1930
C1_74151	82	40	325	2
C1_74190	29	10	705	77
C1_74224	25	3	4461	17
C1_74285	0	0	149	10
C1_74292	1150	1025	2392	567
C1_74302	240	25	3119	102
C1_74307	124	169	1576	1019
C1_74355	13	48	176	4
C1_74366	0	0	102	13
C1_74373	7	39	54	0
C1_74386	0	8	50	33
C1_74456	0	0	1329	6
C1_74475	48	149	1006	7
C1_74499	12	39	331	42
C1_74517	0	0	178	0
C1_74523	57	665	7969	588
C1_74531	0	0	123	3
C1_74613	20	0	171	33
C1_74630	230	142	1083	938
C1_74646	5	5	1142	11
C1_74673	0	2	95	9
C1_74700	66	785	413	165
C1_74703	63	19	189	24
C1_74732	294	467	658	317
C1_74741	0	0	83	0
C1_74742	17	49	460	43
C1_74765	1	3	42	0
C1_74929	0	0	131	0
C1_74936	0	6	67	2
C1_74978	0	0	139	0
C1_75011	930	1177	86859	1187
C1_75031	0	6	773	44
C1_75120	2	0	756	0
C1_75168	53	30	123	98
C1_75207	7	33	267	182
C1_75222	137	124	481	278
C1_75235	0	0	196	0
C1_75381	0	2	125	0
C1_75589	2	1	139	8
C1_75604	12	0	192	16
C1_75622	31	24	90	12
C1_75763	2	2	117	47
C1_75797	2759	2706	3105	6681
C1_75804	11	0	689	443
C1_75826	99	186	225	100
C1_75833	0	0	179	0
C1_75840	0	0	478	0
C1_75873	0	0	125	26
C1_75880	0	3	95	1
C1_75918	86	20	2638	204
C1_75955	13	24	194	12
C1_75966	2	0	115	11
C1_75974	3	5	70	4
C1_75991	10	0	851	93
C1_76019	0	2	1368	0
C1_76033	0	1	82	0
C1_76162	771	553	1612	49
C1_76230	12	37	84	68
C1_76315	247	179	1693	234
C1_76335	0	0	396	0
C1_76344	108	70	497	44
C1_76359	13	5	202	46
C1_76409	207	261	870	115
C1_76414	64	88	118	30
C1_76419	2218	1787	16605	3101
C1_76453	0	0	88	2
C1_76552	19	169	262	46
C1_76561	0	0	228	0
C1_76606	7	27	6701	0
C1_76618	0	1	4215	49
C1_76622	8	84	399	135
C1_76637	1	0	318	0
C1_76734	1	6	139	0
C1_76743	0	0	122	0
C1_76794	77	175	205	6
C1_76803	0	0	116	0
C1_76906	68	58	11099	64
C1_76910	102	62	452	40
C1_76920	0	0	54	0
C1_76953	2190	2310	11698	1222
C1_76975	15	5	579	55
C1_76995	2204	3373	3820	2584
C1_77062	27	20	201	5
C1_77161	15	10	341	0
C1_77169	0	0	79	0
C1_77196	0	0	165	23
C1_77208	0	0	62	0
C1_77234	172	123	1915	7
C1_77288	9	1	228	0
C1_77323	35	32	184	29
C1_77528	0	0	116	3
C1_77540	0	0	85	0
C1_77570	19	30	370	20
C1_77648	6	25	302	71
C1_77699	46	10	181	2
C1_77703	23	12	2881	14
C1_77806	306	167	7624	1655
C1_77829	0	0	120	2
C1_78029	36	2	63	2
C1_78130	3	2	294	19
C1_78153	403	246	283	205
C1_78178	25	63	106	0
C1_78179	0	0	582	1
C1_78209	0	0	65	0
C1_78261	18	28	65	29
C1_78361	7	6	237	168
C1_78390	2	5	1242	31
C1_78411	111	118	105	23
C1_78491	0	0	404	8
C1_78512	0	0	92	0
C1_78529	0	0	173	0
C1_78531	2	4	192	14
C1_78590	234	34	6927	112
C1_78616	0	0	482	16
C1_78644	0	0	97	0
C1_78650	2	19	424	347
C1_78702	0	0	193	44
C1_78704	32	28	171	0
C1_78756	10	59	371	38
C1_78784	207	166	620	17
C1_78805	2	45	611	0
C1_78817	36	6	128	29
C1_78831	44	181	521	229
C1_78839	87	17	219	28
C1_78861	0	1	195	5
C1_78922	128	20	2029	332
C1_78932	7	6	794	32
C1_79015	3	2	131	10
C1_79050	8	0	83	8
C1_79069	22	0	777	184
C1_79104	0	10	1137	64
C1_79128	64	68	194	87
C1_79129	0	4	1817	15
C1_79211	4	16	323	351
C1_79267	24	17	142	286
C1_79316	10	15	56	2
C1_79350	97	70	522	320
C1_79353	45	20	421	4
C1_79365	3	16	133	21
C1_79369	7	2	115	12
C1_79379	0	6	287	251
C1_79398	0	0	2679	0
C1_79414	13	22	46	8
C1_79446	5	0	379	0
C1_79468	32	47	542	85
C1_79488	16	58	448	7
C1_79495	1	1	126	9
C1_79597	0	0	212	63
C1_79630	0	0	362	119
C1_79639	34	39	577	1
C1_79738	95	8	148	35
C1_79773	14	23	289	182
C1_79808	0	0	134	14
C1_79818	0	4	167	16
C1_79851	0	0	1046	23
C1_79904	0	0	111	0
C1_79954	0	0	252	67
C1_79990	0	26	88	4
C1_79999	9	32	1016	6
C1_80039	18	0	742	63
C1_80090	2	48	142	41
C1_80119	12997	17769	32416	15592
C1_80130	6	21	148	2
C1_80135	17	57	189	27
C1_80136	8	0	4162	190
C1_80161	0	4	204	146
C1_80183	30	127	130	5
C1_80201	0	105	1530	261
C1_80207	0	0	78	0
C1_80221	12	1	418	2
C1_80248	29	15	567	2
C1_80324	89	134	827	464
C1_80327	0	0	453	1
C1_80345	52	26	523	93
C1_80352	15	4	91	2
C1_80460	6	3	135	25
C1_80462	0	0	181	0
C1_80469	3	8	310	62
C1_80479	7	0	73	0
C1_80487	20	3	153	0
